iteration,fitness,mean fitness
418,58.707,44.1
419,58.707,46.896
420,58.707,44.872
421,58.707,43.818
422,58.707,46.14
423,58.707,46.436
424,58.707,48.674
425,58.707,48.03
426,58.707,47.865
427,58.707,46.32
428,58.707,44.279
429,58.707,44.108
430,58.707,42.446
431,58.707,42.205
432,58.707,46.761
433,58.707,46.866
434,58.707,46.584
435,58.707,45.349
436,58.707,38.345
437,58.707,46.802
438,58.707,46.19
439,58.707,41.75
440,58.707,44.209
441,58.707,42.252
442,58.707,44.698
443,58.707,42.687
444,58.707,43.468
445,58.707,44.093
446,58.707,44.865
447,58.707,45.731
448,58.707,46.576
449,58.707,46.37
450,58.707,49.155
451,59.564,49.794
452,59.564,47.373
453,59.564,43.787
454,59.564,46.141
455,59.564,45.107
456,59.564,47.264
457,59.564,47.828
458,59.564,48.133
459,59.564,48.062
460,59.564,44.843
461,59.564,45.353
462,59.564,46.326
463,59.564,48.145
464,59.564,39.683
465,59.564,45.596
466,59.564,46.78
467,59.564,44.62
468,59.564,44.787
469,59.564,45.669
470,59.564,39.874
471,59.564,41.679
472,59.564,37.541
473,59.564,41.681
474,59.564,46.383
475,59.564,40.913
476,59.564,47.098
477,59.564,47.688
478,59.564,42.137
479,59.564,42.271
480,59.564,44.853
481,59.564,44.83
482,59.564,40.235
483,59.564,39.564
484,59.564,35.415
485,59.564,40.481
486,59.564,43.951
487,59.564,44.023
488,59.564,45.146
489,59.564,44.372
490,59.564,46.703
491,59.564,46.084
492,59.564,46.154
493,59.564,45.554
494,59.564,44.224
495,59.564,47.406
496,59.564,42.623
497,59.564,48.064
498,59.564,45.118
499,59.564,45.704
