iteration,fitness,mean fitness
271,46.606,45.166
272,46.606,45.179
273,46.606,45.189
274,46.606,45.154
275,46.606,45.151
276,46.606,45.079
277,46.606,45.102
278,46.606,45.082
279,46.606,45.082
280,46.606,45.145
281,46.606,45.154
282,46.606,45.136
283,46.606,45.08
284,46.606,45.078
285,46.606,45.12
286,46.606,45.078
287,46.606,45.078
288,46.606,45.121
289,46.606,45.081
290,46.606,45.164
291,46.606,45.11
292,46.606,45.114
293,46.615,45.209
294,46.615,45.083
295,46.615,45.096
296,46.615,45.197
297,46.615,45.08
298,46.615,45.078
299,46.615,45.078
300,46.615,45.078
301,46.615,45.081
302,46.615,45.079
303,46.615,45.142
304,46.643,45.245
305,46.643,45.171
306,46.725,45.223
307,46.725,45.087
308,46.725,45.087
309,46.725,45.174
310,46.725,45.304
311,46.725,45.346
312,46.778,45.544
313,46.778,45.096
314,46.778,45.104
315,46.778,45.156
316,46.778,45.211
317,46.778,45.211
318,46.778,45.179
319,46.778,45.19
320,46.778,45.119
321,46.778,45.218
322,46.778,45.199
323,46.778,45.163
324,46.778,45.176
325,46.778,45.098
326,46.778,45.092
327,46.778,45.094
328,46.778,45.136
329,46.778,45.121
330,46.778,45.15
331,46.778,45.242
332,46.778,45.373
333,46.778,45.099
334,46.778,45.099
335,46.778,45.109
336,46.778,45.091
337,46.778,45.092
338,46.778,45.124
339,46.778,45.099
340,46.778,45.089
341,46.778,45.087
342,46.811,45.177
343,46.811,45.194
344,46.811,45.226
345,46.811,45.135
346,46.823,45.187
347,46.823,45.185
348,46.823,45.336
349,46.823,45.162
350,46.823,45.308
351,46.823,45.227
352,46.823,45.113
353,46.823,45.111
354,46.823,45.093
355,46.823,45.088
356,46.823,45.091
357,46.823,45.092
358,46.823,45.21
359,46.823,45.145
360,46.823,45.123
361,46.823,45.152
362,46.823,45.092
363,46.823,45.099
364,46.823,45.236
365,46.823,45.154
366,46.823,45.148
367,46.823,45.11
368,46.823,45.095
369,46.823,45.154
370,46.823,45.111
371,46.823,45.111
372,46.823,45.109
373,46.823,45.101
374,46.823,45.187
375,46.823,45.144
376,46.823,45.094
377,46.823,45.089
378,46.823,45.093
379,46.823,45.179
380,46.823,45.108
381,46.826,45.198
382,46.826,45.165
383,46.826,45.127
384,46.826,45.177
385,46.826,45.089
386,46.826,45.09
387,46.826,45.122
388,46.826,45.09
389,46.826,45.09
390,46.826,45.093
391,46.826,45.092
392,46.826,45.18
393,46.826,45.088
394,46.826,45.274
395,46.826,45.21
396,46.826,45.111
397,46.826,45.18
398,46.826,45.094
399,46.826,45.116
